blk	cat	idx	entry_off	flag	text_off	seg_size	참조여부	cond1_ptr	cond1_raw	탑승자	cond2_ptr	cond2_raw	cond2_items	그룹키	분류	JP본문	KR본문
363	0	90	0x02F8	0x0009	0x18E1	45	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C1A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0C1A	A	！やらせないって・・・\nいっただろ！！‖7a‖・目標・・・\n射程圏内で捕捉したよ！‖78‖	！두지\n않겠다고・・・　말했잖아！！‖7a‖・목표・・・　사정권\n안에서　포착했어！‖78‖
363	0	91	0x0300	0x0009	0x190E	46	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C1A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0C1A	A	！やらせないって・・・\nいっただろ！！‖7a‖・目標・・・\n射程圏内で捕捉しました！‖78‖	！두지\n않겠다고・・・　말했잖아！！‖7a‖・목표・・・　사정권\n안에서　포착했어요！‖78‖
363	0	92	0x0308	0x0009	0x193C	48	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C1A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0C1A	A	！カティア、\n目標の進路を予測しろ！‖7c‖・わかったわ！‖7a‖！くそぉおっ！　いっけぇっ！‖78‖	！카티아，\n목표의　진로를　예측해라！‖7c‖・알았어！‖7a‖！젠자앙！\n가라앗！‖78‖
363	0	93	0x0310	0x0009	0x196C	47	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C1A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0C1A	A	！テニア、\n目標の進路を予測しろ！‖7c‖・わかった！‖7a‖！くそぉおっ！　いっけぇっ！‖78‖	！테니아，\n목표의　진로를　예측해라！‖7c‖・알았어！‖7a‖！젠자앙！\n가라앗！‖78‖
363	0	94	0x0318	0x0009	0x199B	48	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C1A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0C1A	A	！メルア、\n目標の進路を予測しろ！‖7c‖・わかりました！‖7a‖！くそぉおっ！　いっけぇっ！‖78‖	！멜루아，\n목표의　진로를　예측해라！‖7c‖・알겠습니다！‖7a‖！젠자앙！\n가라앗！‖78‖
363	0	95	0x0320	0x0009	0x19CB	37	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C1A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0C1A	A	・ターゲット捕捉！\n[7d]、今よ！‖7c‖！わかってる！‖7a‖！直撃させるっ！‖78‖	・타겟　포착！\n[7d]，　지금이야！‖7c‖！알고　있어！‖7a‖！직격시킨다！‖78‖
363	0	96	0x0328	0x0009	0x19F0	37	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C1A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0C1A	A	・ターゲット捕捉！\n[7d]、今だ！‖7c‖！わかってる！‖7a‖！直撃させるっ！‖78‖	・타겟　포착！\n[7d]，　지금이다！‖7c‖！알고　있어！‖7a‖！직격시킨다！‖78‖
363	0	97	0x0330	0x0009	0x1A15	40	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C1A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0C1A	A	・ターゲット捕捉！\n[7d]さん、今です！‖7c‖！わかってる！‖7a‖！直撃させるっ！‖78‖	・타겟　포착！\n[7d]　씨，\n지금이에요！‖7c‖！알고　있어！‖7a‖！직격시킨다！‖78‖
363	0	98	0x0338	0x400C	0x1A3D	101	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C1E	01 00 b5 05	['0x05B5']	cat0/f0x400C/c2-0x0C1E	B	！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n貴様をヴォーダの闇に帰してやる！\n・・・覚悟！！‖7a‖・[7d]と、\n一緒ならやってみせるわっ！！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로　보다의　어둠으로\n보내주마！　각오해라！！‖7a‖・[7d]와\n함께라면　해낼　수　있어！！\n이걸로・・・　떨어져라아앗！！‖78‖
363	0	99	0x0340	0x400C	0x1AA2	101	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C1E	01 00 b5 05	['0x05B5']	cat0/f0x400C/c2-0x0C1E	B	！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n貴様をヴォーダの闇に帰してやる！\n・・・覚悟！！‖7a‖・[7d]と、\n一緒ならやってみせるわっ！！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로　보다의　어둠으로\n보내주마！　각오해라！！‖7a‖・[7d]와\n함께라면　해낼　수　있어！！\n이걸로・・・　떨어져라아앗！！‖78‖
363	0	100	0x0348	0x400C	0x1B07	101	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C1E	01 00 b5 05	['0x05B5']	cat0/f0x400C/c2-0x0C1E	B	！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n貴様をヴォーダの闇に帰してやる！\n・・・覚悟！！‖7a‖・[7d]と、\n一緒ならやってみせるわっ！！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로　보다의　어둠으로\n보내주마！　각오해라！！‖7a‖・[7d]와\n함께라면　해낼　수　있어！！\n이걸로・・・　떨어져라아앗！！‖78‖
363	0	101	0x0350	0x000C	0x1B6C	54	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C22	01 00 b5 05	['0x05B5']	cat0/f0x000C/c2-0x0C22	B	！カティア！‖7a‖・大丈夫よ！　[7d]！！‖7a‖！今なら！！‖7a‖・お別れよ！！\nこれで、墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・괜찮아！\n[7d]！！‖7a‖！지금이라면！！‖7a‖・작별이야！！\n이걸로，\n떨어져라아아앗！！‖78‖
363	0	102	0x0358	0x000C	0x1BA2	54	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C22	01 00 b5 05	['0x05B5']	cat0/f0x000C/c2-0x0C22	B	！カティア！‖7a‖・ええ！　[7d]！！‖7a‖！これで、決める！！‖7a‖・終わりよッ！！\nこれで、墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・응！\n[7d]！！‖7a‖！이걸로，\n끝낸다！！‖7a‖・끝이야！！\n이걸로，\n떨어져라아아앗！！‖78‖
363	0	103	0x0360	0x000C	0x1BD8	52	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C22	01 00 b5 05	['0x05B5']	cat0/f0x000C/c2-0x0C22	B	！カティア！‖7a‖・了解！　[7d]！！‖7a‖！逃がすか！！‖7a‖・いくわよッ！！\nこれで、墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・알겠어！\n[7d]！！‖7a‖！놓칠　줄\n아냐！！‖7a‖・간다！！\n이걸로，\n떨어져라아아앗！！‖78‖
363	0	104	0x0368	0x0009	0x1C0C	26	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C26	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0C26	A	！そこだぁっ！‖7a‖・このまま行くわ！\nいいわよね！？‖78‖	！거기다！‖7a‖・이대로　간다！\n괜찮지！？‖78‖
363	0	105	0x0370	0x0009	0x1C26	25	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C26	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0C26	A	！そこだぁっ！‖7a‖・このまま行くよ！\nいいよね！？‖78‖	！거기다！‖7a‖・이대로　간다！\n괜찮지！？‖78‖
363	0	106	0x0378	0x0009	0x1C3F	28	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C26	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0C26	A	！そこだぁっ！‖7a‖・このまま行きますよ！\nいいですね！？‖78‖	！거기다！‖7a‖・이대로\n갑니다！　괜찮죠！？‖78‖
363	0	107	0x0380	0x0009	0x1C5B	51	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C26	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0C26	A	！攻撃と同時に\n反撃に備える、頼むぞ！‖7c‖・ええ、任せて！‖7a‖！やってみせる！　俺だって！‖78‖	！공격과　동시에\n반격에　대비한다，\n부탁한다！‖7c‖・응，　맡겨！‖7a‖！해　보이겠어！\n나도！‖78‖
363	0	108	0x0388	0x0009	0x1C8E	52	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C26	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0C26	A	！攻撃と同時に\n反撃に備える、頼むぞ！‖7c‖・うん、任せてよ！‖7a‖！やってみせる！　俺だって！‖78‖	！공격과　동시에\n반격에　대비한다，\n부탁한다！‖7c‖・응，　맡겨！‖7a‖！해　보이겠어！\n나도！‖78‖
363	0	109	0x0390	0x0009	0x1CC2	55	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C26	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0C26	A	！攻撃と同時に\n反撃に備える、頼むぞ！‖7c‖・はい、任せてください！‖7a‖！やってみせる！　俺だって！‖78‖	！공격과　동시에\n반격에　대비한다，\n부탁한다！‖7c‖・네，\n맡겨주세요！‖7a‖！해　보이겠어！\n나도！‖78‖
363	0	110	0x0398	0x0009	0x1CF9	27	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C26	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0C26	A	・[7d]！‖7c‖！いける、これなら！‖7a‖！ここで決めてやる！‖78‖	・[7d]！‖7c‖！돼，\n이거라면！‖7a‖！여기서\n끝내주마！‖78‖
363	0	111	0x03A0	0x0009	0x1D14	27	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C26	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0C26	A	・[7d]！‖7c‖！いける、これなら！‖7a‖！ここで決めてやる！‖78‖	・[7d]！‖7c‖！돼，\n이거라면！‖7a‖！여기서\n끝내주마！‖78‖
363	0	112	0x03A8	0x0009	0x1D2F	29	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C26	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0C26	A	・[7d]さん！‖7c‖！いける、これなら！‖7a‖！ここで決めてやる！‖78‖	・[7d]\n씨！‖7c‖！돼，\n이거라면！‖7a‖！여기서\n끝내주마！‖78‖
363	0	113	0x03B0	0x400C	0x1D4C	111	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C2A	01 00 b6 05	['0x05B6']	cat0/f0x400C/c2-0x0C2A	B	！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n貴様をヴォーダの闇に帰してやる！\n・・・覚悟！！‖7a‖・[7d]さんと、\n一緒ならやってみせますっ！！\nこれで・・・終わってくださぁぁぁい！！‖78‖	！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로　보다의　어둠으로\n보내주마！　각오해라！！‖7a‖・[7d]씨와\n함께라면　해보겠어요！\n이걸로　끝나주세요오！！‖78‖
363	0	114	0x03B8	0x400C	0x1DBB	111	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C2A	01 00 b6 05	['0x05B6']	cat0/f0x400C/c2-0x0C2A	B	！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n貴様をヴォーダの闇に帰してやる！\n・・・覚悟！！‖7a‖・[7d]さんと、\n一緒ならやってみせますっ！！\nこれで・・・終わってくださぁぁぁい！！‖78‖	！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로　보다의　어둠으로\n보내주마！　각오해라！！‖7a‖・[7d]씨와\n함께라면　해보겠어요！\n이걸로　끝나주세요오！！‖78‖
363	0	115	0x03C0	0x400C	0x1E2A	111	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C2A	01 00 b6 05	['0x05B6']	cat0/f0x400C/c2-0x0C2A	B	！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n貴様をヴォーダの闇に帰してやる！\n・・・覚悟！！‖7a‖・[7d]さんと、\n一緒ならやってみせますっ！！\nこれで・・・終わってくださぁぁぁい！！‖78‖	！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로　보다의　어둠으로\n보내주마！　각오해라！！‖7a‖・[7d]씨와\n함께라면　해보겠어요！\n이걸로　끝나주세요오！！‖78‖
363	0	116	0x03C8	0x000C	0x1E99	60	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C2E	01 00 b6 05	['0x05B6']	cat0/f0x000C/c2-0x0C2E	B	！メルア！‖7a‖・大丈夫です！\n[7d]さん！！‖7a‖！今なら！！‖7a‖・さようなら！！\nこれで、終わってくださぁぁぁぁい！！‖78‖	！멜루아！‖7a‖・괜찮아요！\n[7d]　씨！！‖7a‖！지금이라면！！‖7a‖・안녕히！！\n이걸로，\n끝나주세요오오오！！‖78‖
363	0	117	0x03D0	0x000C	0x1ED5	60	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C2E	01 00 b6 05	['0x05B6']	cat0/f0x000C/c2-0x0C2E	B	！メルア！‖7a‖・はいっ！\n[7d]さん！！‖7a‖！これで、決める！！‖7a‖・最後です！！\nこれで、終わってくださぁぁぁぁい！！‖78‖	！멜루아！‖7a‖・네！\n[7d]　씨！！‖7a‖！이걸로，\n끝낸다！！‖7a‖・마지막이에요！\n！　이걸로，\n끝나주세요오오오！！‖78‖
363	0	118	0x03D8	0x000C	0x1F11	58	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C2E	01 00 b6 05	['0x05B6']	cat0/f0x000C/c2-0x0C2E	B	！メルア！‖7a‖・了解です！\n[7d]さん！！‖7a‖！逃がすか！！‖7a‖・いきます！！\nこれで、終わってくださぁぁぁぁい！！‖78‖	！멜루아！‖7a‖・알겠어요！\n[7d]　씨！！‖7a‖！놓칠　줄\n아냐！！‖7a‖・갑니다！！\n이걸로，\n끝나주세요오오오！！‖78‖
363	0	119	0x03E0	0x000C	0x1F4B	52	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C32	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0C32	A	！やってみせる！　俺だって！‖7a‖・目標・・・\n射程圏内で捕捉したわ！‖7a‖！[7f]！\nあたってくれ！‖78‖	！해　보이겠어！\n나도！‖7a‖・목표・・・　사정권\n안에서　포착했어！‖7a‖！[7f]！\n맞아라！‖78‖
363	0	120	0x03E8	0x000C	0x1F7F	58	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C32	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0C32	A	！くっそおおお！\nやれっていうなら、やってやるさ！‖7a‖・ターゲット捕捉！\n[7d]、今よ！‖7a‖！いけぇぇぇーっ！\n[7f]！‖78‖	！젠자아앙！\n하라고　한다면，　해주마！‖7a‖・타겟　포착！\n[7d]，　지금이야！‖7a‖！가라아아앗！\n[7f]！‖78‖
363	0	121	0x03F0	0x000C	0x1FB9	52	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C32	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0C32	A	！やってみせる！　俺だって！‖7a‖・目標・・・\n射程圏内で捕捉したよ！‖7a‖！[7f]！\nあたってくれ！‖78‖	！해　보이겠어！\n나도！‖7a‖・목표・・・　사정권\n안에서　포착했어！‖7a‖！[7f]！\n맞아라！‖78‖
363	0	122	0x03F8	0x000C	0x1FED	58	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C32	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0C32	A	！くっそおおお！\nやれっていうなら、やってやるさ！‖7a‖・ターゲット捕捉！\n[7d]、今だ！‖7a‖！いけぇぇぇーっ！\n[7f]！‖78‖	！젠자아앙！\n하라고　한다면，　해주마！‖7a‖・타겟　포착！\n[7d]，　지금이다！‖7a‖！가라아아앗！\n[7f]！‖78‖
363	0	123	0x0400	0x000C	0x2027	53	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C32	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0C32	A	！やってみせる！　俺だって！‖7a‖・目標・・・\n射程圏内で捕捉しました！‖7a‖！[7f]！\nあたってくれ！‖78‖	！해　보이겠어！\n나도！‖7a‖・목표・・・　사정권\n안에서　포착했어요！‖7a‖！[7f]！\n맞아라！‖78‖
363	0	124	0x0408	0x000C	0x205C	61	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C32	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0C32	A	！くっそおおお！\nやれっていうなら、やってやるさ！‖7a‖・ターゲット捕捉！\n[7d]さん、今です！‖7a‖！いけぇぇぇーっ！\n[7f]！‖78‖	！젠자아앙！\n하라고　한다면，　해주마！‖7a‖・타겟　포착！\n[7d]　씨，\n지금이에요！‖7a‖！가라아아앗！\n[7f]！‖78‖
363	0	125	0x0410	0x000C	0x2099	38	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C38	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0C38	A	！やってみせる！　俺だって！‖7a‖・行くわよ、[7d]！‖7a‖！いける、これなら！\n[7f]！‖78‖	！해　보이겠어！\n나도！‖7a‖・간다，\n[7d]！‖7a‖！돼，\n이거라면！　[7f]！‖78‖
363	0	126	0x0418	0x000C	0x20BF	57	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C38	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0C38	A	！くっそおおお！\nやれっていうなら、やってやるさ！‖7a‖・今よ、[7d]！\n動きが止まったわ！‖7a‖！もらったっ！\n[7f]！‖78‖	！젠자아앙！\n하라고　한다면，　해주마！‖7a‖・지금이야，\n[7d]！　움직임이\n멈췄어！‖7a‖！받았다！\n[7f]！‖78‖
363	0	127	0x0420	0x000C	0x20F8	37	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C38	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0C38	A	！やってみせる！　俺だって！‖7a‖・行くよ、[7d]！‖7a‖！いける、これなら！\n[7f]！‖78‖	！해　보이겠어！\n나도！‖7a‖・간다，\n[7d]！‖7a‖！돼，\n이거라면！　[7f]！‖78‖
363	0	128	0x0428	0x000C	0x211D	56	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C38	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0C38	A	！くっそおおお！\nやれっていうなら、やってやるさ！‖7a‖・今だ、[7d]！\n動きが止まった！‖7a‖！もらったっ！\n[7f]！‖78‖	！젠자아앙！\n하라고　한다면，　해주마！‖7a‖・지금이다，\n[7d]！　움직임이\n멈췄어！‖7a‖！받았다！\n[7f]！‖78‖
363	0	129	0x0430	0x000C	0x2155	41	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C38	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0C38	A	！やってみせる！　俺だって！‖7a‖・行きますよ、[7d]さん！‖7a‖！いける、これなら！\n[7f]！‖78‖	！해　보이겠어！\n나도！‖7a‖・갑니다，\n[7d]　씨！‖7a‖！돼，\n이거라면！　[7f]！‖78‖
363	0	130	0x0438	0x000C	0x217E	61	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C38	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0C38	A	！くっそおおお！\nやれっていうなら、やってやるさ！‖7a‖・今です、[7d]さん！\n動きが止まりました！‖7a‖！もらったっ！\n[7f]！‖78‖	！젠자아앙！\n하라고　한다면，　해주마！‖7a‖・지금이에요，\n[7d]　씨！　움직임이\n멈췄어요！‖7a‖！받았다！\n[7f]！‖78‖
363	0	131	0x0440	0x000C	0x21BB	38	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C3C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0C3C	A	！やってみせる！　俺だって！‖7a‖・[7d]、今よ！‖7a‖！ここで決めてやる！\n[7f]！‖78‖	！해　보이겠어！\n나도！‖7a‖・[7d]，\n지금이야！‖7a‖！여기서\n끝내주마！　[7f]！‖78‖
363	0	132	0x0448	0x000C	0x21E1	49	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C3C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0C3C	A	！くっそおおお！\nやれっていうなら、やってやるさ！‖7a‖・このまま行くわ！‖7a‖！直撃させるっ！\n[7f]！‖78‖	！젠자아앙！\n하라고　한다면，　해주마！‖7a‖・이대로　간다！‖7a‖！직격시킨다！\n[7f]！‖78‖
363	0	133	0x0450	0x000C	0x2212	38	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C3C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0C3C	A	！やってみせる！　俺だって！‖7a‖・[7d]、今だ！‖7a‖！ここで決めてやる！\n[7f]！‖78‖	！해　보이겠어！\n나도！‖7a‖・[7d]、지\n금이다！‖7a‖！여기서\n끝내주마！　[7f]！‖78‖
363	0	134	0x0458	0x000C	0x2238	49	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C3C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0C3C	A	！くっそおおお！\nやれっていうなら、やってやるさ！‖7a‖・このまま行くよ！‖7a‖！直撃させるっ！\n[7f]！‖78‖	！젠자아앙！\n하라고　한다면，　해주마！‖7a‖・이대로　간다！‖7a‖！직격시킨다！\n[7f]！‖78‖
363	0	135	0x0460	0x000C	0x2269	41	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C3C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0C3C	A	！やってみせる！　俺だって！‖7a‖・[7d]さん、今です！‖7a‖！ここで決めてやる！\n[7f]！‖78‖	！해　보이겠어！\n나도！‖7a‖・[7d]\n씨，　지금이에요！‖7a‖！여기서\n끝내주마！　[7f]！‖78‖
363	0	136	0x0468	0x000C	0x2292	50	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C3C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0C3C	A	！くっそおおお！\nやれっていうなら、やってやるさ！‖7a‖・このまま行きます！‖7a‖！直撃させるっ！\n[7f]！‖78‖	！젠자아앙！\n하라고　한다면，　해주마！‖7a‖・이대로\n갑니다！‖7a‖！직격시킨다！\n[7f]！‖78‖
363	0	137	0x0470	0x400C	0x22C4	93	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C40	03 00 71 05 78 05 7f 05	['0x0571', '0x0578', '0x057F']	cat0/f0x400C/c2-0x0C40	B	‖79‖！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]と、\n一緒ならやってみせるわっ！！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	‖79‖！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]와\n함께라면　해낼　수　있어！！\n이걸로・・・　떨어져라아앗！！‖78‖
363	0	138	0x0478	0x400C	0x2321	93	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C40	03 00 71 05 78 05 7f 05	['0x0571', '0x0578', '0x057F']	cat0/f0x400C/c2-0x0C40	B	‖79‖！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]と、\n一緒ならやってみせるわっ！！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	‖79‖！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]와\n함께라면　해낼　수　있어！！\n이걸로・・・　떨어져라아앗！！‖78‖
363	0	139	0x0480	0x400C	0x237E	93	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C40	03 00 71 05 78 05 7f 05	['0x0571', '0x0578', '0x057F']	cat0/f0x400C/c2-0x0C40	B	‖79‖！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]と、\n一緒ならやってみせるわっ！！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	‖79‖！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]와\n함께라면　해낼　수　있어！！\n이걸로・・・　떨어져라아앗！！‖78‖
363	0	140	0x0488	0x400C	0x23DB	95	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C48	03 00 72 05 79 05 80 05	['0x0572', '0x0579', '0x0580']	cat0/f0x400C/c2-0x0C48	B	‖79‖！テニア！‖7a‖・うん！　アタシに任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]と、\n一緒ならやってみせるよっ！！\nこいつで・・・とどめェェェーッ！！‖78‖	‖79‖！테니아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]와\n함께라면　해낼　수　있어！！\n이걸로・・・　끝장이다아앗！！‖78‖
363	0	141	0x0490	0x400C	0x243A	95	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C48	03 00 72 05 79 05 80 05	['0x0572', '0x0579', '0x0580']	cat0/f0x400C/c2-0x0C48	B	‖79‖！テニア！‖7a‖・うん！　アタシに任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]と、\n一緒ならやってみせるよっ！！\nこいつで・・・とどめェェェーッ！！‖78‖	‖79‖！테니아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]와\n함께라면　해낼　수　있어！！\n이걸로・・・　끝장이다아앗！！‖78‖
363	0	142	0x0498	0x400C	0x2499	95	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C48	03 00 72 05 79 05 80 05	['0x0572', '0x0579', '0x0580']	cat0/f0x400C/c2-0x0C48	B	‖79‖！テニア！‖7a‖・うん！　アタシに任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]と、\n一緒ならやってみせるよっ！！\nこいつで・・・とどめェェェーッ！！‖78‖	‖79‖！테니아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]와\n함께라면　해낼　수　있어！！\n이걸로・・・　끝장이다아앗！！‖78‖
