blk	cat	idx	entry_off	flag	text_off	seg_size	참조여부	cond1_ptr	cond1_raw	탑승자	cond2_ptr	cond2_raw	cond2_items	그룹키	분류	JP본문	KR본문
364	0	88	0x02E8	0x0009	0x1807	46	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B5A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0B5A	A	・ターゲット捕捉！\n[7d]、今よ！‖7c‖！わかってるわ、ここで墜とす！‖7a‖！直撃させるっ！‖78‖	・타겟　포착！\n[7d]，　지금이야！‖7c‖！알고　있어，\n여기서　떨군다！‖7a‖！직격시킨다！‖78‖
364	0	89	0x02F0	0x0009	0x1835	46	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B5A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0B5A	A	・ターゲット捕捉！\n[7d]、今だ！‖7c‖！わかってるわ、ここで墜とす！‖7a‖！直撃させるっ！‖78‖	・타겟　포착！\n[7d]，　지금이다！‖7c‖！알고　있어，\n여기서　떨군다！‖7a‖！직격시킨다！‖78‖
364	0	90	0x02F8	0x0009	0x1863	49	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B5A	01 00 b0 05	['0x05B0']	cat0/f0x0009/c2-0x0B5A	A	・ターゲット捕捉！\n[7d]さん、今です！‖7c‖！わかってるわ、ここで墜とす！‖7a‖！直撃させるっ！‖78‖	・타겟　포착！\n[7d]　씨，\n지금이에요！‖7c‖！알고　있어，\n여기서　떨군다！‖7a‖！직격시킨다！‖78‖
364	0	91	0x0300	0x400C	0x1894	100	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B5E	01 00 b5 05	['0x05B5']	cat0/f0x400C/c2-0x0B5E	B	！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\n・・・覚悟を決めなさい！！‖7a‖・[7d]に\nついて行くためなら、やってみせるわっ！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n・・・각오해라！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　떨어져라앗！！‖78‖
364	0	92	0x0308	0x400C	0x18F8	100	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B5E	01 00 b5 05	['0x05B5']	cat0/f0x400C/c2-0x0B5E	B	！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\n・・・覚悟を決めなさい！！‖7a‖・[7d]に\nついて行くためなら、やってみせるわっ！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n・・・각오해라！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　떨어져라앗！！‖78‖
364	0	93	0x0310	0x400C	0x195C	100	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B5E	01 00 b5 05	['0x05B5']	cat0/f0x400C/c2-0x0B5E	B	！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\n・・・覚悟を決めなさい！！‖7a‖・[7d]に\nついて行くためなら、やってみせるわっ！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n・・・각오해라！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　떨어져라앗！！‖78‖
364	0	94	0x0318	0x000C	0x19C0	54	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B62	01 00 b5 05	['0x05B5']	cat0/f0x000C/c2-0x0B62	B	！カティア！‖7a‖・大丈夫よ！　[7d]！！‖7a‖！今なら！！‖7a‖・お別れね！！\nこれで、墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・괜찮아！\n[7d]！！‖7a‖！지금이라면！！‖7a‖・작별이네！！\n이걸로，\n떨어져라아아앗！！‖78‖
364	0	95	0x0320	0x000C	0x19F6	53	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B62	01 00 b5 05	['0x05B5']	cat0/f0x000C/c2-0x0B62	B	！カティア！‖7a‖・ええ！　[7d]！！‖7a‖！これで、決める！！‖7a‖・終わりね！！\nこれで、墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・응！\n[7d]！！‖7a‖！이걸로，\n끝낸다！！‖7a‖・끝이네！！\n이걸로，\n떨어져라아아앗！！‖78‖
364	0	96	0x0328	0x000C	0x1A2B	50	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B62	01 00 b5 05	['0x05B5']	cat0/f0x000C/c2-0x0B62	B	！カティア！‖7a‖・了解！　[7d]！！‖7a‖！逃がすか！！‖7a‖・いくわ！！\nこれで、墜ちてぇぇぇーっ！！‖78‖	！카티아！‖7a‖・알겠어！\n[7d]！！‖7a‖！놓칠　줄\n아냐！！‖7a‖・간다！！\n이걸로，\n떨어져라아아앗！！‖78‖
364	0	97	0x0330	0x0009	0x1A5D	25	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B66	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0B66	A	！そこよ！！‖7a‖・このまま行くわ！\nいいわよね！？‖78‖	！거기야！！‖7a‖・이대로　간다！\n괜찮지！？‖78‖
364	0	98	0x0338	0x0009	0x1A76	24	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B66	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0B66	A	！そこよ！！‖7a‖・このまま行くよ！\nいいよね！？‖78‖	！거기야！！‖7a‖・이대로　간다！\n괜찮지！？‖78‖
364	0	99	0x0340	0x0009	0x1A8E	26	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B66	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0B66	A	！そこよ！！‖7a‖・このまま行きます！\nいいですね！？‖78‖	！거기야！！‖7a‖・이대로\n갑니다！　괜찮죠！？‖78‖
364	0	100	0x0348	0x0009	0x1AA8	58	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B66	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0B66	A	！攻撃と同時に\n反撃に備える、頼んだわよ！‖7c‖・ええ、任せて！‖7a‖！逃げられはしない、\n墜ちなさい！‖78‖	！공격과　동시에\n반격에　대비한다，\n부탁했어！‖7c‖・응，　맡겨！‖7a‖！도망칠　순\n없어，　떨어져라！‖78‖
364	0	101	0x0350	0x0009	0x1AE2	59	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B66	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0B66	A	！攻撃と同時に\n反撃に備える、頼んだわよ！‖7c‖・うん、任せてよ！‖7a‖！逃げられはしない、\n墜ちなさい！‖78‖	！공격과　동시에\n반격에　대비한다，\n부탁했어！‖7c‖・응，　맡겨！‖7a‖！도망칠　순\n없어，　떨어져라！‖78‖
364	0	102	0x0358	0x0009	0x1B1D	62	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B66	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0B66	A	！攻撃と同時に\n反撃に備える、頼んだわよ！‖7c‖・はい、任せてください！‖7a‖！逃げられはしない、\n墜ちなさい！‖78‖	！공격과　동시에\n반격에　대비한다，\n부탁했어！‖7c‖・네，\n맡겨주세요！‖7a‖！도망칠　순\n없어，　떨어져라！‖78‖
364	0	103	0x0360	0x0009	0x1B5B	28	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B66	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0B66	A	・[7d]！‖7c‖！いけるわ、任せなさい！‖7a‖！ここで決める！‖78‖	・[7d]！‖7c‖！돼，　맡겨라！‖7a‖！여기서\n끝낸다！‖78‖
364	0	104	0x0368	0x0009	0x1B77	28	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B66	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0B66	A	・[7d]！‖7c‖！いけるわ、任せなさい！‖7a‖！ここで決める！‖78‖	・[7d]！‖7c‖！돼，　맡겨라！‖7a‖！여기서\n끝낸다！‖78‖
364	0	105	0x0370	0x0009	0x1B93	30	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B66	01 00 b1 05	['0x05B1']	cat0/f0x0009/c2-0x0B66	A	・[7d]さん！‖7c‖！いけるわ、任せなさい！‖7a‖！ここで決める！‖78‖	・[7d]\n씨！‖7c‖！돼，　맡겨라！‖7a‖！여기서\n끝낸다！‖78‖
364	0	106	0x0378	0x400C	0x1BB1	110	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B6A	01 00 b6 05	['0x05B6']	cat0/f0x400C/c2-0x0B6A	B	！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n墜としてみせる！\n・・・覚悟を決めなさい！！‖7a‖・[7d]さんに\nついて行くためなら、やってみせますっ！\nこれで・・・終わってくださぁぁぁい！！‖78‖	！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n・・・각오해라！！‖7a‖・[7d]씨를\n위해　해보겠어요！　이걸로\n끝나주세요오！！‖78‖
364	0	107	0x0380	0x400C	0x1C1F	110	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B6A	01 00 b6 05	['0x05B6']	cat0/f0x400C/c2-0x0B6A	B	！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n墜としてみせる！\n・・・覚悟を決めなさい！！‖7a‖・[7d]さんに\nついて行くためなら、やってみせますっ！\nこれで・・・終わってくださぁぁぁい！！‖78‖	！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n・・・각오해라！！‖7a‖・[7d]씨를\n위해　해보겠어요！　이걸로\n끝나주세요오！！‖78‖
364	0	108	0x0388	0x400C	0x1C8D	110	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B6A	01 00 b6 05	['0x05B6']	cat0/f0x400C/c2-0x0B6A	B	！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n墜としてみせる！\n・・・覚悟を決めなさい！！‖7a‖・[7d]さんに\nついて行くためなら、やってみせますっ！\nこれで・・・終わってくださぁぁぁい！！‖78‖	！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n・・・각오해라！！‖7a‖・[7d]씨를\n위해　해보겠어요！　이걸로\n끝나주세요오！！‖78‖
364	0	109	0x0390	0x000C	0x1CFB	60	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B6E	01 00 b6 05	['0x05B6']	cat0/f0x000C/c2-0x0B6E	B	！メルア！‖7a‖・大丈夫です！\n[7d]さん！！‖7a‖！今なら！！‖7a‖・さようなら！！\nこれで、終わってくださぁぁぁぁい！！‖78‖	！멜루아！‖7a‖・괜찮아요！\n[7d]　씨！！‖7a‖！지금이라면！！‖7a‖・안녕히！！\n이걸로，\n끝나주세요오오오！！‖78‖
364	0	110	0x0398	0x000C	0x1D37	59	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B6E	01 00 b6 05	['0x05B6']	cat0/f0x000C/c2-0x0B6E	B	！メルア！‖7a‖・はい！\n[7d]さん！！‖7a‖！これで、決める！！‖7a‖・最後です！！\nこれで、終わってくださぁぁぁぁい！！‖78‖	！멜루아！‖7a‖・네！\n[7d]　씨！！‖7a‖！이걸로，\n끝낸다！！‖7a‖・마지막이에요！\n！　이걸로，\n끝나주세요오오오！！‖78‖
364	0	111	0x03A0	0x000C	0x1D72	58	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B6E	01 00 b6 05	['0x05B6']	cat0/f0x000C/c2-0x0B6E	B	！メルア！‖7a‖・了解です！\n[7d]さん！！‖7a‖！逃がすか！！‖7a‖・いきます！！\nこれで、終わってくださぁぁぁぁい！！‖78‖	！멜루아！‖7a‖・알겠어요！\n[7d]　씨！！‖7a‖！놓칠　줄\n아냐！！‖7a‖・갑니다！！\n이걸로，\n끝나주세요오오오！！‖78‖
364	0	112	0x03A8	0x000C	0x1DAC	56	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B72	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0B72	A	！私の前に出てくるな！‖7a‖・目標・・・\n射程圏内で捕捉したわ！‖7a‖！覚悟を決めなさい！\n[7f]！‖78‖	！내　앞에\n나오지　마라！‖7a‖・목표・・・　사정권\n안에서　포착했어！‖7a‖！각오를\n다져라！　[7f]！‖78‖
364	0	113	0x03B0	0x000C	0x1DE4	61	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B72	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0B72	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・ターゲット捕捉！\n[7d]、今よ！‖7a‖！逃げられはしないっ！\n[7f]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・타겟　포착！\n[7d]，　지금이야！‖7a‖！도망칠　순\n없다！　[7f]！‖78‖
364	0	114	0x03B8	0x000C	0x1E21	56	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B72	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0B72	A	！私の前に出てくるな！‖7a‖・目標・・・\n射程圏内で捕捉したよ！‖7a‖！覚悟を決めなさい！\n[7f]！‖78‖	！내　앞에\n나오지　마라！‖7a‖・목표・・・　사정권\n안에서　포착했어！‖7a‖！각오를\n다져라！　[7f]！‖78‖
364	0	115	0x03C0	0x000C	0x1E59	61	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B72	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0B72	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・ターゲット捕捉！\n[7d]、今だ！‖7a‖！逃げられはしないっ！\n[7f]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・타겟　포착！\n[7d]，　지금이다！‖7a‖！도망칠　순\n없다！　[7f]！‖78‖
364	0	116	0x03C8	0x000C	0x1E96	57	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B72	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0B72	A	！私の前に出てくるな！‖7a‖・目標・・・\n射程圏内で捕捉しました！‖7a‖！覚悟を決めなさい！\n[7f]！‖78‖	！내　앞에\n나오지　마라！‖7a‖・목표・・・　사정권\n안에서　포착했어요！‖7a‖！각오를\n다져라！　[7f]！‖78‖
364	0	117	0x03D0	0x000C	0x1ECF	64	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B72	02 00 61 05 62 05	['0x0561', '0x0562']	cat0/f0x000C/c2-0x0B72	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・ターゲット捕捉！\n[7d]さん、今です！‖7a‖！逃げられはしないっ！\n[7f]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・타겟　포착！\n[7d]　씨，\n지금이에요！‖7a‖！도망칠　순\n없다！　[7f]！‖78‖
364	0	118	0x03D8	0x000C	0x1F0F	35	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B78	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0B78	A	！私の前に出てくるな！‖7a‖・行くわ、[7d]！‖7a‖！くらいなさいっ！\n[7f]！‖78‖	！내　앞에\n나오지　마라！‖7a‖・간다，\n[7d]！‖7a‖！받아라！\n[7f]！‖78‖
364	0	119	0x03E0	0x000C	0x1F32	58	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B78	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0B78	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・今よ、[7d]！\n動きが止まったわ！‖7a‖！消えなさいっ！\n[7f]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・지금이야，\n[7d]！　움직임이\n멈췄어！‖7a‖！사라져라！\n[7f]！‖78‖
364	0	120	0x03E8	0x000C	0x1F6C	35	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B78	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0B78	A	！私の前に出てくるな！‖7a‖・行くよ、[7d]！‖7a‖！くらいなさいっ！\n[7f]！‖78‖	！내　앞에\n나오지　마라！‖7a‖・간다，\n[7d]！‖7a‖！받아라！\n[7f]！‖78‖
364	0	121	0x03F0	0x000C	0x1F8F	58	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B78	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0B78	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・今だ、[7d]！\n動きが止まったよ！‖7a‖！消えなさいっ！\n[7f]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・지금이다，\n[7d]！　움직임이\n멈췄어！‖7a‖！사라져라！\n[7f]！‖78‖
364	0	122	0x03F8	0x000C	0x1FC9	39	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B78	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0B78	A	！私の前に出てくるな！‖7a‖・行きますよ、[7d]さん！‖7a‖！くらいなさいっ！\n[7f]！‖78‖	！내　앞에\n나오지　마라！‖7a‖・갑니다，\n[7d]　씨！‖7a‖！받아라！\n[7f]！‖78‖
364	0	123	0x0400	0x000C	0x1FF0	62	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B78	01 00 67 05	['0x0567']	cat0/f0x000C/c2-0x0B78	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・今です、[7d]さん！\n動きが止まりました！‖7a‖！消えなさいっ！\n[7f]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・지금이에요，\n[7d]　씨！　움직임이\n멈췄어요！‖7a‖！사라져라！\n[7f]！‖78‖
364	0	124	0x0408	0x000C	0x202E	35	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B7C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0B7C	A	！私の前に出てくるな！‖7a‖・[7d]、今よ！‖7a‖！ここで決める！\n[7f]！‖78‖	！내　앞에\n나오지　마라！‖7a‖・[7d]，\n지금이야！‖7a‖！여기서\n끝낸다！　[7f]！‖78‖
364	0	125	0x0410	0x000C	0x2051	48	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B7C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0B7C	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・このまま行くわ！‖7a‖！直撃させるっ！\n[7f]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・이대로　간다！‖7a‖！직격시킨다！\n[7f]！‖78‖
364	0	126	0x0418	0x000C	0x2081	35	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B7C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0B7C	A	！私の前に出てくるな！‖7a‖・[7d]、今だ！‖7a‖！ここで決める！\n[7f]！‖78‖	！내　앞에\n나오지　마라！‖7a‖・[7d]、지\n금이다！‖7a‖！여기서\n끝낸다！　[7f]！‖78‖
364	0	127	0x0420	0x000C	0x20A4	48	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B7C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0B7C	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・このまま行くよ！‖7a‖！直撃させるっ！\n[7f]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・이대로　간다！‖7a‖！직격시킨다！\n[7f]！‖78‖
364	0	128	0x0428	0x000C	0x20D4	38	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B7C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0B7C	A	！私の前に出てくるな！‖7a‖・[7d]さん、今です！‖7a‖！ここで決める！\n[7f]！‖78‖	！내　앞에\n나오지　마라！‖7a‖・[7d]\n씨，　지금이에요！‖7a‖！여기서\n끝낸다！　[7f]！‖78‖
364	0	129	0x0430	0x000C	0x20FA	49	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B7C	01 00 6c 05	['0x056C']	cat0/f0x000C/c2-0x0B7C	A	！もうこれ以上・・・\n好きにはさせないわ！‖7a‖・このまま行きます！‖7a‖！直撃させるっ！\n[7f]！‖78‖	！더　이상・・・\n마음대로　두지　않겠어！‖7a‖・이대로\n갑니다！‖7a‖！직격시킨다！\n[7f]！‖78‖
364	0	130	0x0438	0x400C	0x212B	95	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B80	03 00 71 05 78 05 7f 05	['0x0571', '0x0578', '0x057F']	cat0/f0x400C/c2-0x0B80	B	‖79‖！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]に\nついて行くためなら、やってみせるわっ！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	‖79‖！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　떨어져라앗！！‖78‖
364	0	131	0x0440	0x400C	0x218A	95	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B80	03 00 71 05 78 05 7f 05	['0x0571', '0x0578', '0x057F']	cat0/f0x400C/c2-0x0B80	B	‖79‖！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]に\nついて行くためなら、やってみせるわっ！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	‖79‖！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　떨어져라앗！！‖78‖
364	0	132	0x0448	0x400C	0x21E9	95	참조됨	0x0B3C	02 00 26 01 28 01	카티아	0x0B80	03 00 71 05 78 05 7f 05	['0x0571', '0x0578', '0x057F']	cat0/f0x400C/c2-0x0B80	B	‖79‖！カティア！‖7a‖・ええ！　私に任せて！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]に\nついて行くためなら、やってみせるわっ！\nこれで・・・墜ちてぇぇぇーっ！！‖78‖	‖79‖！카티아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　떨어져라앗！！‖78‖
364	0	133	0x0450	0x400C	0x2248	98	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B88	03 00 72 05 79 05 80 05	['0x0572', '0x0579', '0x0580']	cat0/f0x400C/c2-0x0B88	B	‖79‖！テニア！‖7a‖・うん！　アタシに任せてよ！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]に\nついて行くためなら、やってみせるよっ！\nこいつで・・・とどめェェェーッ！！‖78‖	‖79‖！테니아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　끝장이다앗！！‖78‖
364	0	134	0x0458	0x400C	0x22AA	98	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B88	03 00 72 05 79 05 80 05	['0x0572', '0x0579', '0x0580']	cat0/f0x400C/c2-0x0B88	B	‖79‖！テニア！‖7a‖・うん！　アタシに任せてよ！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]に\nついて行くためなら、やってみせるよっ！\nこいつで・・・とどめェェェーッ！！‖78‖	‖79‖！테니아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　끝장이다앗！！‖78‖
364	0	135	0x0460	0x400C	0x230C	98	참조됨	0x0B42	02 00 26 01 29 01	테니아	0x0B88	03 00 72 05 79 05 80 05	['0x0572', '0x0579', '0x0580']	cat0/f0x400C/c2-0x0B88	B	‖79‖！テニア！‖7a‖・うん！　アタシに任せてよ！\n[7d]！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]に\nついて行くためなら、やってみせるよっ！\nこいつで・・・とどめェェェーッ！！‖78‖	‖79‖！테니아！‖7a‖・응！　　나한테\n맡겨！　[7d]！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]를\n위해서라면　해보이겠어！\n이걸로　끝장이다앗！！‖78‖
364	0	136	0x0468	0x400C	0x236E	105	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B90	03 00 73 05 7a 05 81 05	['0x0573', '0x057A', '0x0581']	cat0/f0x400C/c2-0x0B90	B	‖79‖！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]さんに\nついて行くためなら、やってみせますっ！\nこれで・・・終わってくださぁぁぁい！！‖78‖	‖79‖！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]씨를\n위해　해보겠어요！　이걸로\n끝나주세요오！！‖78‖
364	0	137	0x0470	0x400C	0x23D7	105	참조됨	0x0B48	02 00 26 01 2a 01	멜루아	0x0B90	03 00 73 05 7a 05 81 05	['0x0573', '0x057A', '0x0581']	cat0/f0x400C/c2-0x0B90	B	‖79‖！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]さんに\nついて行くためなら、やってみせますっ！\nこれで・・・終わってくださぁぁぁい！！‖78‖	‖79‖！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]씨를\n위해　해보겠어요！　이걸로\n끝나주세요오！！‖78‖
